ip,nb_qm,nb_www,ratio_digits_url,phish_hints,nb_hyperlinks,domain_in_title,domain_age,google_index,page_rank
0,0,1,0.0,0,611,0,8433,0,4
1,1,0,0.15625,0,51,1,3993,1,0
0,0,0,0.0,0,83,1,7617,0,5
0,0,0,0.075,0,45,1,1546,1,2
0,0,1,0.0,0,50,1,6636,0,3
0,0,1,0.0,0,48,1,3011,0,4
0,0,0,0.0,0,169,1,8217,0,8
1,0,0,0.329411765,0,0,1,-1,1,0
0,0,1,0.0,0,36,1,7440,0,3
0,1,0,0.097938144,4,19,1,3333,1,2
0,0,0,0.0,0,145,1,-1,0,1
0,0,1,0.0,0,119,1,6232,0,5
0,0,1,0.0,0,311,1,1808,0,3
0,0,1,0.0,0,50,1,5087,1,4
0,0,1,0.0,0,78,0,7199,0,5
0,0,1,0.0,0,98,0,7529,0,1
0,0,1,0.03968254,2,15,1,2204,1,0
0,0,1,0.0,0,15,1,6208,0,1
0,0,0,0.0,1,15,1,3100,1,4
1,0,1,0.066037736,0,170,1,3824,0,6
0,0,1,0.0,1,0,1,9619,1,6
0,0,0,0.0,0,187,0,8712,0,7
0,0,0,0.0,0,113,1,-1,0,2
0,0,1,0.0,0,0,1,7224,0,5
0,0,1,0.0,0,4,0,4540,0,4
0,0,1,0.0,0,118,1,-1,0,4
0,0,0,0.0,0,247,0,7130,0,7
0,0,0,0.034482759,0,13,1,1350,1,6
0,0,0,0.03968254,6,120,1,1589,1,0
0,0,1,0.039215686,2,178,0,6460,1,3
0,0,1,0.0,0,118,0,3020,0,3
0,0,0,0.0,0,38,0,-1,1,6
0,0,1,0.0,0,209,1,7552,0,5
0,0,0,0.034482759,0,11,1,2492,1,0
0,0,1,0.0,0,277,1,2613,0,3
0,0,1,0.0,0,37,1,-1,0,4
0,0,0,0.0,0,22,0,1440,0,2
0,0,0,0.0,0,184,1,8,1,0
0,0,0,0.0,0,14,1,7295,1,5
0,0,1,0.0,0,21,1,532,1,0
0,1,0,0.188034188,0,0,1,208,1,0
0,0,0,0.0,0,115,1,7296,0,5
0,0,0,0.130434783,0,14,1,5616,1,5
0,0,1,0.0,0,291,1,5657,0,5
1,0,0,0.213114754,0,171,0,-1,1,2
0,0,1,0.242424242,0,75,1,972,1,0
0,0,1,0.020408163,0,28,0,6336,0,4
0,0,0,0.0,0,191,0,7134,0,7
1,1,1,0.171875,0,51,1,3993,1,0
0,0,1,0.0,0,45,1,1535,0,4
0,1,0,0.075949367,1,16,1,-1,1,2
1,0,0,0.095890411,0,368,1,6056,0,8
0,0,0,0.1,0,14,1,7295,1,5
0,0,1,0.0,0,10,0,4514,0,2
0,1,0,0.0,0,143,0,8346,0,10
1,1,0,0.174757282,3,25,1,-1,1,0
0,0,0,0.07,0,0,1,7449,0,8
0,0,0,0.0,0,22,1,2835,1,2
0,0,1,0.0,0,61,0,4161,0,4
0,0,0,0.0,0,56,1,7449,0,8
0,0,0,0.0,2,133,1,1899,1,1
0,0,1,0.0,0,55,0,2391,0,6
0,1,0,0.072289157,1,10,0,8348,1,10
0,0,0,0.138888889,0,8,1,5077,1,5
0,0,1,0.0,0,163,0,5002,0,5
0,0,1,0.0,0,150,0,12123,0,7
0,0,0,0.0,1,183,0,2247,0,5
0,2,0,0.114285714,0,0,1,3386,1,1
0,0,0,0.0,0,275,0,7134,0,7
0,0,0,0.0,3,0,1,-1,1,2
0,0,1,0.041666667,0,9,0,2042,0,3
0,0,1,0.0,0,92,1,4280,0,1
0,0,0,0.0,0,127,0,2301,0,3
0,1,0,0.1,0,4,1,0,1,0
0,1,0,0.071428571,1,33,1,82,1,0
0,0,1,0.131147541,0,0,1,9379,1,5
1,0,0,0.211111111,1,0,1,359,1,1
0,0,0,0.0,2,12,1,1184,1,1
0,0,1,0.0,0,177,1,3465,0,3
0,1,1,0.025806452,3,4,1,3403,1,1
0,0,0,0.0,0,0,1,7039,1,2
0,0,0,0.0,0,100,1,-2,0,3
0,0,1,0.0,0,21,1,2491,1,2
0,0,0,0.0,0,150,0,-1,1,2
0,0,1,0.0,0,23,0,2070,0,1
0,0,1,0.0,0,77,1,-1,0,2
0,0,1,0.0,0,45,1,5913,0,5
0,0,0,0.090909091,0,0,1,3421,1,2
0,0,1,0.0,0,126,1,-1,1,5
0,0,1,0.0,0,248,0,7834,0,6
0,0,0,0.148148148,0,58,0,7827,1,6
1,1,0,0.325242718,0,0,1,7905,1,7
0,0,0,0.0,0,26,1,4721,1,4
0,0,1,0.0,0,249,1,7354,0,5
0,0,1,0.0,0,65,1,3229,0,2
0,0,0,0.0,4,10,1,4503,1,0
0,0,0,0.1875,0,151,1,496,1,0
0,0,1,0.056603774,0,103,1,6831,1,0
0,0,0,0.037037037,0,25,1,7491,0,10
0,0,1,0.0,0,130,1,-1,0,1
0,0,1,0.0,0,7,0,6056,0,3
1,0,1,0.283950617,0,30,1,5767,1,2
0,0,1,0.0,0,48,0,-1,0,3
1,0,0,0.255102041,2,9,1,3078,1,0
0,0,0,0.090909091,0,1,1,-1,1,5
0,0,1,0.0,0,13,1,1154,0,3
0,0,0,0.0,0,95,1,7618,1,5
0,0,1,0.063829787,0,5,1,6700,1,5
0,0,1,0.081395349,0,129,0,12126,0,7
0,0,1,0.0,0,93,0,3735,0,5
0,0,1,0.0,0,53,1,2684,0,4
0,0,1,0.0,1,31,1,140,1,0
0,0,1,0.038461538,0,39,1,4012,0,5
0,1,0,0.028846154,0,26,1,8019,1,4
0,0,0,0.0,0,397,0,7132,0,7
0,0,0,0.0,0,81,1,7296,0,5
0,0,1,0.0,0,98,0,7993,0,5
0,0,1,0.0,0,72,1,6749,0,4
0,0,1,0.041666667,1,27,1,1149,1,2
0,0,1,0.0,1,12,1,-1,0,3
0,0,1,0.0,1,0,1,3386,1,2
0,0,0,0.0,0,4,1,7192,1,2
0,0,1,0.0,0,46,1,6779,0,3
0,0,0,0.118811881,0,7,1,2614,1,2
0,0,1,0.0,1,21,1,7603,1,5
0,0,0,0.0,0,0,1,261,1,0
0,0,0,0.0,0,146,1,6661,0,6
0,0,0,0.0,0,23,1,4370,1,0
0,0,0,0.0,0,0,1,2837,1,2
0,0,1,0.0,0,23,1,8227,0,5
0,0,0,0.019230769,1,12,1,59,1,0
0,0,0,0.0,0,4,1,-1,1,2
0,0,1,0.0,0,35,1,5063,0,5
0,0,0,0.055045872,0,56,1,9794,0,5
0,0,1,0.0,0,68,0,-1,0,1
0,0,1,0.0,0,0,1,620,1,0
0,0,1,0.0,0,245,1,8969,0,5
0,0,0,0.0,0,83,1,5612,1,5
0,1,0,0.060240964,2,10,0,8348,1,10
0,0,1,0.0,0,34,1,1309,0,2
0,0,1,0.0,0,74,1,4737,0,0
0,0,0,0.0,0,631,1,6074,0,5
0,0,1,0.0,0,168,0,8147,0,6
0,0,1,0.0,0,38,1,1080,0,0
0,0,1,0.076923077,0,6,1,3050,0,2
0,0,1,0.0,0,237,0,5190,0,6
0,0,0,0.152173913,2,0,1,-1,1,0
0,0,1,0.0,0,17,0,7419,1,7
0,0,1,0.0,0,825,0,8546,0,6
0,0,1,0.071428571,0,53,0,5637,0,10
0,0,0,0.0845070419999999,0,21,1,5626,1,5
0,0,0,0.0,2,133,1,1899,1,1
0,0,1,0.0,0,39,1,4715,0,4
0,0,1,0.0,3,53,1,1681,1,0
0,0,0,0.0,1,32,1,4489,0,3
0,0,1,0.0,0,0,1,-1,1,0
0,1,1,0.0,0,52,0,5638,0,10
1,1,0,0.140495868,2,45,1,101,1,0
0,0,0,0.0625,0,31,1,7545,0,4
0,0,0,0.0,0,0,1,4454,1,1
0,0,0,0.02173913,0,162,0,2344,1,2
0,0,0,0.0,0,38,1,7380,0,4
0,0,0,0.0,0,299,1,1971,0,2
0,0,0,0.139534884,0,216,1,7159,0,3
1,1,0,0.069565217,4,1,1,1496,1,2
0,0,1,0.0,0,11,1,6600,0,4
1,1,0,0.209876543,0,18,1,5627,1,5
1,1,0,0.336633663,3,22,1,340,1,0
0,0,0,0.0,0,14,1,7295,1,5
0,0,1,0.073529412,0,417,0,6317,0,6
0,0,0,0.0,0,55,1,4079,0,5
0,0,1,0.0,0,0,1,2334,1,0
0,0,0,0.0,0,14,1,7295,1,5
0,0,0,0.105263158,0,3,1,189,1,2
0,0,1,0.0,1,72,1,7330,0,5
0,0,0,0.0,0,130,1,-1,1,4
1,0,0,0.074380165,0,34,0,8148,1,4
0,0,0,0.0,1,0,1,467,1,0
0,0,0,0.123076923,0,4,1,-1,1,0
0,0,1,0.0,0,18,0,4451,0,3
0,0,0,0.035714286,0,1,1,-1,1,2
0,0,0,0.0,0,7,1,-1,1,0
0,0,0,0.0,0,207,1,7448,0,8
1,0,0,0.115384615,1,0,1,5626,1,5
0,0,0,0.0,0,71,1,7298,0,5
0,1,1,0.037735849,0,164,1,6377,0,5
0,0,1,0.0,0,0,1,7516,0,4
0,0,1,0.0,0,138,0,4593,0,3
0,0,0,0.117647059,0,109,0,5887,0,6
0,0,0,0.0,0,0,1,6153,1,3
0,0,1,0.0,0,13,1,182,1,4
0,0,0,0.137254901999999,0,7,1,3424,1,2
0,0,0,0.070588235,0,5,1,4400,1,4
0,0,0,0.0,0,123,1,7298,0,5
0,0,1,0.0,1,93,0,9091,0,4
0,0,0,0.0,1,30,1,2426,1,2
1,1,0,0.149606299,0,4,1,4003,1,0
0,0,1,0.0,0,68,1,1813,0,1
0,0,0,0.0,0,79,0,2322,0,2
0,0,1,0.0,0,52,1,8047,0,6
0,0,1,0.0,0,0,1,-1,1,0
0,0,0,0.070588235,0,9,0,11801,1,6
0,0,1,0.0,0,51,1,2689,0,4
1,2,1,0.040712468,3,21,1,-1,1,0
0,0,0,0.008695652,0,11,1,6205,1,5
0,0,1,0.0,0,8,1,4407,1,0
1,0,0,0.0762711859999999,0,8,0,7287,0,4
0,0,0,0.0,0,10,1,1298,1,0
0,0,0,0.0,1,192,0,6922,0,5
0,0,0,0.0,0,16,1,5160,0,8
1,1,0,0.137254901999999,0,0,1,9338,0,5
0,0,0,0.0,0,103,1,7011,1,2
0,0,1,0.0,0,43,0,9396,1,6
0,0,1,0.0,0,809,0,4502,0,3
0,0,1,0.0,0,86,0,4174,0,3
1,1,0,0.1171875,0,51,1,3993,1,0
0,0,1,0.037037037,0,208,1,6672,1,5
0,0,1,0.0,3,61,1,345,1,0
0,0,0,0.076923077,0,0,1,1,1,0
0,1,0,0.018691589,0,32,0,6240,0,8
0,0,1,0.0,0,55,1,1812,0,3
1,0,0,0.304347826,0,1,1,1629,1,1
0,0,1,0.0,0,14,1,7549,0,4
1,1,0,0.140625,0,51,1,3993,1,0
0,0,0,0.0,0,756,1,-1,1,5
0,0,1,0.0,0,31,1,5572,0,5
1,1,0,0.125,0,51,1,3993,1,0
0,0,1,0.059701493,2,30,1,484,1,2
0,0,0,0.0,0,161,1,7159,0,3
0,0,1,0.0,0,130,1,3203,1,1
1,0,0,0.254545455,0,0,1,5228,0,7
0,0,0,0.114285714,0,24,1,6381,1,3
1,0,1,0.25,0,1,1,2414,1,1
0,0,0,0.119047619,0,217,1,7156,1,3
1,1,0,0.175,0,51,1,3993,1,0
1,1,0,0.168141593,0,6,1,4225,1,3
0,0,0,0.035714286,0,4,1,-1,1,0
0,1,1,0.015151515,1,29,1,2706,1,4
0,0,1,0.0,0,43,1,862,0,0
0,0,1,0.0,0,171,1,4255,0,3
0,0,1,0.0,0,37,0,5259,0,3
0,0,1,0.0,0,148,1,6559,0,4
1,1,0,0.479302832,0,1,1,7086,1,3
1,0,1,0.08974359,0,215,1,-1,0,4
1,0,0,0.285714286,0,8,1,522,1,2
0,0,0,0.040816327,0,46,1,-2,1,0
0,0,0,0.0,0,0,1,834,1,1
0,0,1,0.129032258,0,547,0,7985,1,6
0,0,0,0.0,1,0,1,5863,1,1
1,0,0,0.115384615,0,0,1,5626,1,5
0,0,0,0.046511628,2,21,1,5615,1,5
1,1,0,0.215517241,2,83,1,-1,1,0
0,0,0,0.068965517,0,169,1,5200,0,5
1,0,0,0.215909091,3,57,1,244,1,0
0,0,1,0.0,0,41,1,-1,0,0
1,1,0,0.342629482,2,0,1,9338,0,5
0,0,1,0.0,0,17,0,7423,1,7
0,0,1,0.0,0,16,1,6082,1,2
0,0,1,0.052631579,1,0,1,8415,1,2
1,0,1,0.22,3,124,1,254,1,0
0,0,0,0.068965517,0,14,1,7295,1,5
0,0,1,0.0,0,294,1,-1,1,0
0,0,0,0.0,1,11,1,1015,1,0
0,0,1,0.0,0,582,1,6530,0,5
1,1,0,0.192307692,0,0,1,4377,1,1
0,0,0,0.0,0,5,0,5159,0,8
0,0,1,0.038461538,0,128,1,7292,0,6
0,0,1,0.0,0,223,0,5886,0,6
0,0,1,0.0,0,13,1,5660,1,0
0,0,0,0.040816327,0,135,1,2688,0,5
0,0,0,0.0,0,0,1,-1,1,0
0,0,0,0.0,0,47,1,5161,0,8
0,1,0,0.038961039,1,10,0,8348,1,10
0,1,0,0.101694915,0,18,1,2107,0,5
0,0,0,0.083333333,0,0,1,-1,1,5
0,0,0,0.0,0,22,1,-1,0,1
0,0,0,0.0,0,14,1,7295,1,5
0,0,0,0.074074074,0,5,1,2499,1,2
0,0,0,0.0,0,0,1,784,1,0
0,0,1,0.0,0,75,1,2582,0,2
0,0,0,0.19047619,0,8,0,1337,1,6
1,1,1,0.266666667,0,0,1,5850,1,0
0,0,1,0.104166667,0,0,1,11909,1,5
1,1,0,0.221276596,5,120,1,1589,1,0
0,0,0,0.0,0,11,1,-1,1,2
0,0,0,0.0,0,22,1,5452,1,3
0,0,1,0.0,0,184,1,2964,0,3
0,0,1,0.0,0,90,1,-1,0,5
0,0,0,0.0,0,0,1,67,1,0
0,0,0,0.0,0,25,0,1180,0,0
0,1,0,0.0,2,20,1,4914,1,4
0,0,1,0.0,0,291,0,-1,0,3
1,1,0,0.096069869,0,10,0,59,1,0
0,1,1,0.065217391,0,73,0,906,0,0
0,0,1,0.0,0,1905,0,4541,0,3
0,0,1,0.0,0,67,1,-1,0,2
0,0,0,0.0,0,33,0,3871,0,5
0,0,0,0.034482759,0,4,1,-1,1,2
0,0,1,0.0,0,0,1,6535,1,3
0,0,1,0.0,0,105,1,3962,0,4
0,0,1,0.0,0,17,0,-1,0,3
0,0,1,0.032786885,0,211,1,6669,1,5
0,0,1,0.128205128,0,182,1,6901,0,5
0,0,0,0.222222222,0,8,0,1338,1,6
0,0,0,0.054054054,0,14,1,5160,1,8
0,0,0,0.025,0,135,0,2348,1,2
0,0,1,0.0,0,88,0,7917,0,6
0,0,1,0.0,2,189,1,-1,1,1
0,0,1,0.014925373,0,46,1,5778,0,6
0,0,0,0.0,0,7,1,6431,0,3
0,0,1,0.0,0,11,1,4508,1,2
0,0,0,0.0,0,509,1,6070,0,5
0,0,0,0.060606061,0,187,1,7447,0,8
0,0,0,0.0,0,191,0,8152,0,6
0,0,1,0.0,0,191,0,3738,0,5
0,0,0,0.0,1,20,1,5670,1,6
0,0,0,0.055555556,0,5,0,-1,0,4
1,0,1,0.376811594,0,88,1,152,1,0
1,0,0,0.461538462,0,32,1,-1,1,0
0,0,0,0.0,0,211,1,323,1,0
0,0,1,0.0,0,113,1,1941,0,4
1,0,0,0.136363635999999,4,30,1,-1,1,0
0,0,0,0.0,0,36,0,-1,0,2
0,0,0,0.0,0,283,0,8149,0,6
0,0,1,0.0,0,171,1,5810,0,2
0,0,0,0.0,0,142,0,8049,0,5
0,0,0,0.057692308,0,58,1,1996,1,0
1,0,1,0.181818182,0,12,0,-1,1,3
0,0,0,0.0,1,13,1,5615,0,5
0,0,0,0.0,0,71,1,7448,0,8
0,0,1,0.0,0,131,1,-1,0,3
0,0,1,0.038461538,0,199,0,4706,0,4
0,0,1,0.0,0,9,0,9007,0,7
0,1,0,0.066666667,0,371,0,-1,0,4
0,0,0,0.0,0,187,1,7297,0,5
0,0,1,0.0,0,31,1,-1,0,1
0,0,0,0.0,0,131,1,2442,0,1
0,0,0,0.0,0,21,1,61,1,0
1,0,1,0.259259259,0,30,1,5767,1,2
0,0,1,0.0,0,130,1,-1,0,3
0,0,0,0.090909091,0,0,1,9229,1,6
0,0,0,0.139534884,0,65,1,7159,1,3
0,0,0,0.0,1,53,1,3257,1,1
0,0,0,0.0,0,6,1,4212,1,0
1,0,0,0.111111111,0,36,0,10674,1,8
0,0,0,0.03125,0,14,1,7295,1,5
1,0,0,0.226666667,0,31,1,1628,1,1
0,0,1,0.0,0,97,1,4558,0,4
0,0,1,0.0,0,11,0,4886,0,4
0,0,0,0.1,1,10,0,8348,1,10
0,0,1,0.0,0,4,1,3106,1,1
0,0,1,0.0,0,81,1,5309,0,4
0,0,1,0.044444444,0,146,0,7986,1,6
0,0,1,0.0,0,65,0,2884,0,5
0,0,0,0.011494253,0,108,1,1301,1,0
0,0,0,0.0,0,0,1,8683,1,0
0,0,1,0.0,0,162,1,1159,0,1
1,2,0,0.123762376,7,17,1,505,1,0
0,0,1,0.0,0,147,1,6962,0,5
0,0,1,0.0,0,300,0,7834,0,6
1,1,0,0.195348837,3,25,1,-1,1,0
0,0,0,0.0,0,33,1,2979,0,2
0,0,0,0.0,0,136,1,7615,1,5
0,0,0,0.0,0,5,1,6083,1,1
0,0,0,0.02,0,84,1,4979,1,2
0,0,0,0.05,0,34,1,1071,1,1
1,0,0,0.257142857,1,7,1,-1,1,0
0,0,1,0.0,0,57,1,7140,0,3
1,1,0,0.126984127,0,51,1,3993,1,0
0,0,0,0.0,0,56,0,7900,0,3
0,0,0,0.0,0,12,1,7252,1,1
0,0,0,0.0,1,7,1,-1,1,1
0,0,1,0.0,0,0,1,4521,1,2
0,0,0,0.0,0,45,1,4104,0,4
1,0,0,0.242857143,0,0,1,5616,1,5
0,0,0,0.137254901999999,0,77,1,5440,1,2
0,1,1,0.0,0,93,1,5751,0,5
0,0,1,0.0,0,43,1,3955,0,4
0,0,1,0.0,1,0,1,7,1,0
0,0,0,0.0,0,22,1,-1,0,3
0,0,0,0.0,0,66,1,10570,0,7
1,0,1,0.207920792,0,33,1,2105,1,0
0,0,1,0.05,0,0,1,12873,0,5
0,0,0,0.0,1,47,1,1950,1,1
0,0,0,0.0,0,24,0,2350,1,2
0,1,0,0.046875,0,0,1,3008,0,4
1,1,0,0.169354838999999,0,51,1,3993,1,0
0,1,1,0.098765432,0,45,0,8945,1,7
0,0,1,0.066666667,0,147,0,11285,1,5
0,0,1,0.071428571,0,26,1,2683,0,3
0,0,0,0.0,0,51,1,7186,0,5
0,0,1,0.016666667,0,117,0,8970,1,5
0,0,0,0.210526316,0,45,1,1658,1,0
1,0,0,0.25974026,0,30,1,5767,1,2
0,1,0,0.057692308,0,32,1,254,0,0
0,1,1,0.023668639,1,8,0,125,1,3
0,0,0,0.0,0,18,1,-1,0,1
1,1,0,0.256097561,0,11,1,8019,1,4
0,0,0,0.0,0,184,1,-1,0,3
1,0,0,0.307692308,0,190,1,-2,1,2
0,0,0,0.051948052,0,38,0,7590,1,5
1,0,0,0.246575342,0,31,0,1015,1,2
0,0,1,0.0,0,67,0,4441,0,5
0,0,0,0.085365854,0,25,1,5660,1,6
0,0,0,0.0,0,234,1,6070,1,5
0,0,1,0.0,1,5,1,5230,1,0
0,0,1,0.0,0,140,0,8619,1,7
0,0,0,0.0,0,299,1,5057,0,5
0,0,0,0.0,0,0,1,-1,1,2
0,0,1,0.0,0,111,1,6989,0,4
0,0,1,0.0,0,115,0,9205,0,6
0,0,1,0.0,0,344,1,8766,0,3
0,0,1,0.0,0,54,1,10284,0,5
0,0,1,0.16,0,53,1,9111,0,8
0,0,1,0.0,0,9,0,1124,0,0
0,0,0,0.136363635999999,0,0,1,11102,0,6
1,0,0,0.220779221,0,30,1,5767,1,2
0,0,0,0.09375,0,123,1,7297,0,5
0,0,1,0.0,0,148,0,4460,0,2
0,0,1,0.042553191,2,4,1,1797,1,0
0,0,1,0.0,0,392,0,7136,0,3
0,0,1,0.0,0,40,1,2486,0,4
0,0,1,0.0,0,159,0,7900,0,5
1,1,0,0.181102362,0,51,1,3992,1,0
0,0,1,0.035714286,0,255,0,7835,1,6
0,0,0,0.0,0,5,1,2837,1,2
0,0,0,0.068965517,0,118,0,8186,0,5
0,0,1,0.164705882,0,99,1,7551,0,6
0,0,1,0.0,0,130,0,9202,0,6
1,1,0,0.112149533,2,1,1,-1,1,2
0,0,0,0.0,0,11,1,6856,1,1
0,0,0,0.068965517,0,141,1,5976,0,3
0,0,0,0.0,0,0,1,72,1,0
0,1,1,0.0,0,10,1,1661,0,2
0,0,0,0.022727273,0,14,1,7295,1,5
0,0,0,0.0,0,150,0,-1,1,2
0,0,0,0.019230769,0,10,1,62,1,0
0,0,0,0.0,0,291,1,6073,0,5
0,0,1,0.0,3,4,1,3403,1,1
0,0,0,0.0,0,33,1,1934,1,4
0,1,0,0.0,0,4,1,-1,1,0
0,0,0,0.0,0,1,1,5026,1,4
0,0,0,0.151515152,0,0,1,1954,1,3
0,0,1,0.0,0,18,1,8052,0,4
0,0,1,0.0,0,93,1,8053,1,5
1,1,0,0.13559322,0,51,1,3992,1,0
1,0,1,0.171717172,0,166,0,7984,1,6
0,0,0,0.205128205,0,33,1,-2,0,2
0,0,1,0.0,0,311,1,6259,0,6
0,0,0,0.087719298,1,33,1,1547,1,2
0,0,1,0.0,0,122,0,8516,0,10
0,0,1,0.0,0,102,1,2792,0,4
0,1,0,0.054421769,2,42,1,-1,1,0
0,0,0,0.0,0,51,1,139,0,0
1,1,0,0.350089767,1,12,1,6589,1,4
0,0,1,0.0,5,0,1,4283,1,1
0,0,0,0.022222222,0,21,1,5616,1,5
0,0,0,0.0,0,440,0,7132,0,7
0,0,1,0.043478261,0,68,0,4917,0,5
